candidate_id,raw_refcode,source_doi,original_model_split,final_evaluation_split,exclusion_reason
mofsimplify_solvent_val_00047_DUDKOE,DUDKOE,10.1021/ic502488c,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00050_DUNXUH03,DUNXUH03,10.1039/C5DT01560J,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00051_DUNXUH05,DUNXUH05,10.1039/C5DT01560J,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00057_ECAHAT,ECAHAT,10.1039/c1cc14115e,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00060_EHAGAX,EHAGAX,10.1002/cplu.201402121,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00062_EMIGAJ,EMIGAJ,10.1002/anie.201006531,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00063_EMIHEO,EMIHEO,10.1002/anie.201006531,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00067_ETEJUJ,ETEJUJ,10.1039/c1ce05069a,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00084_FOVPOX,FOVPOX,10.1021/cg5006192,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00085_FUWFIO,FUWFIO,10.1039/C5DT02987B,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00086_GAGSUF,GAGSUF,10.1021/acs.cgd.5b01746,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00089_GAMTIY,GAMTIY,10.1021/cg049600q,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00103_HADXOC,HADXOC,10.1021/acs.inorgchem.6b01697,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00104_HADYAP,HADYAP,10.1021/acs.inorgchem.6b01697,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00111_IGUTUB,IGUTUB,10.1038/ncomms7917,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00112_IGUVIR,IGUVIR,10.1038/ncomms7917,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00116_IKOVEL,IKOVEL,10.1021/acs.inorgchem.6b00928,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00117_ILOJOJ,ILOJOJ,10.1039/c0dt00894j,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00119_IXODUV,IXODUV,10.1021/ic1025087,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00120_IXOFAD,IXOFAD,10.1021/ic1025087,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00121_IXOFEH,IXOFEH,10.1021/ic1025087,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00133_JUGQIN,JUGQIN,10.1039/C5CC01181G,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00142_LEYQUD,LEYQUD,10.1002/ejic.201201275,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00143_LEYRAK,LEYRAK,10.1002/ejic.201201275,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00148_KIYMIQ,KIYMIQ,10.1039/C3CE42208A,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00151_KORMOV,KORMOV,10.1002/ejic.201402737,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00154_LETDEU,LETDEU,10.1021/ic061102e,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00157_LIHSIF,LIHSIF,10.1021/ic062269a,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00158_LIJNOJ01,LIJNOJ01,10.1038/ncomms3534,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00163_MAFZOK,MAFZOK,10.1039/c0dt00525h,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00164_MAGBON,MAGBON,10.1039/c0dt00525h,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00172_MITGIF,MITGIF,10.1021/ic0110124,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00176_MOXPUL,MOXPUL,10.1021/ic8019809,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00181_NEDWIE,NEDWIE,10.1021/ja303092m,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00192_NUNPAP,NUNPAP,10.1021/ja070671y,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00193_OCURAG,OCURAG,10.1021/ic0517422,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00194_ODIXAC,ODIXAC,10.1039/C3CE41105B,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00195_ODIXEG,ODIXEG,10.1039/C3CE41105B,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00196_ODODIW,ODODIW,10.1039/C3CE41105B,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00199_OLANEW,OLANEW,10.1021/acs.cgd.6b00176,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00201_OMITUB,OMITUB,10.1038/srep25595,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00206_OSIXIY,OSIXIY,10.1021/cg101435b,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00209_OTUDIS,OTUDIS,10.1021/acs.inorgchem.6b00865,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00216_OWUWUA,OWUWUA,10.1039/C6RA18817F,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00218_OZUKUR01,OZUKUR01,10.1039/C4TA05794E,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00221_PEPLEC,PEPLEC,10.1002/anie.200602556,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00226_PUDSIR01,PUDSIR01,10.1021/cg9000736,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00227_PUDSOX,PUDSOX,10.1021/cg9000736,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00230_QAQSAD,QAQSAD,10.1021/ja0523082,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00232_QODPOQ,QODPOQ,10.1039/C3DT53580K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00233_QOFBIY,QOFBIY,10.1039/C3DT53580K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00234_QOFCIZ,QOFCIZ,10.1039/C3DT53580K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00235_QOFDIA03,QOFDIA03,10.1039/C3DT53580K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00236_QOFDIA05,QOFDIA05,10.1039/C3DT53580K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00243_REHVAD,REHVAD,10.1039/c2ce26533h,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00244_XEHSAF,XEHSAF,10.1021/ic060543v,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00246_REYBAA,REYBAA,10.1039/c3ce26864k,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00247_REYCEF,REYCEF,10.1039/c3ce26864k,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00249_REYPES,REYPES,10.1039/C3CE26854C,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00251_ROQFUA04,ROQFUA04,10.1021/cg5004676,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00252_ROQNES03,ROQNES03,10.1021/cg5004676,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00253_ROQNES04,ROQNES04,10.1021/cg5004676,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00254_TECTUS,TECTUS,10.1039/c2cc34006b,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00255_RUWZOA,RUWZOA,10.1039/C5CE01577D,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00257_SEJBAL,SEJBAL,10.1021/ic0520418,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00259_SETXEW,SETXEW,10.1039/c3ce40210j,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00264_SUGDIJ,SUGDIJ,10.1021/ja512311a,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00268_TAQGOK,TAQGOK,10.1021/acs.cgd.6b01881,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00273_TOVKIA,TOVKIA,10.1038/ncomms6723,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00274_TOWNEA,TOWNEA,10.1038/ncomms6723,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00275_TOWNUQ,TOWNUQ,10.1038/ncomms6723,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00276_TUTJAU,TUTJAU,10.1002/chem.200903129,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00279_UFEMIC,UFEMIC,10.1021/ic800164b,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00282_UKUPIB,UKUPIB,10.1021/acs.chemmater.5b04075,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00283_UMESIQ,UMESIQ,10.1039/C6CE00321D,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00287_UTACOJ,UTACOJ,10.1021/acs.cgd.6b01052,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00292_VALXIS,VALXIS,10.1021/jacs.5b13491,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00293_VAPBIZ,VAPBIZ,10.1039/c1dt11825k,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00304_VEHKIE,VEHKIE,10.1039/c2ce25343g,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00305_VIWMAR,VIWMAR,10.1021/cg4008679,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00306_VIWMOF,VIWMOF,10.1039/C4CE00028E,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00310_WEDXAG,WEDXAG,10.1039/c2ce25214g,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00320_XALBIW,XALBIW,10.1021/ic0486872,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00321_XALBOC,XALBOC,10.1021/ic0486872,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00322_XALCUJ,XALCUJ,10.1021/ic0486872,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00325_XILTAP,XILTAP,10.1002/chem.201302025,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00330_XOVVIO,XOVVIO,10.1021/cg701164u,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00336_YOBYEV,YOBYEV,10.1002/chem.201303434,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00337_YOCDUR,YOCDUR,10.1002/chem.201303434,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_val_00338_YOYRIP,YOYRIP,10.1021/cg500833s,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00001_ABAYOU,ABAYOU,10.1021/acs.cgd.6b00776,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00005_ADUWON,ADUWON,10.1002/chem.201300144,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00012_OWIKAI,OWIKAI,10.1021/jacs.6b05345,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00022_QERZUI01,QERZUI01,10.1039/b200213b,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00023_UFUNIS,UFUNIS,10.1039/b200213b,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00024_BAKGAX,BAKGAX,10.1039/c1dt11590a,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00027_BEPVOJ01,BEPVOJ01,10.1039/c3sc00016h,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00028_BEPVOJ,BEPVOJ,10.1039/c3sc00016h,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00030_BIYTOU,BIYTOU,10.1039/C4CE00300D,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00031_BIYVEM,BIYVEM,10.1039/C4CE00300D,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00032_BUKMUQ01,BUKMUQ01,10.1039/C4CE00300D,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00033_BIZLUT,BIZLUT,10.1002/chem.201402255,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00056_CUKXOW,CUKXOW,10.1021/cg900518s,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00057_FUTZOK,FUTZOK,10.1021/cg900518s,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00060_DADPAC,DADPAC,10.1021/acs.cgd.6b01576,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00063_DAWBIO,DAWBIO,10.1021/cg201447c,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00067_DIPMAS,DIPMAS,10.1021/cm302381k,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00068_DIVPUU,DIVPUU,10.1021/ic701412q,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00072_DUNXUH02,DUNXUH02,10.1039/C5DT01560J,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00076_EHAGIF,EHAGIF,10.1002/cplu.201402121,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00079_EKOPOK,EKOPOK,10.1039/c0dt00390e,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00080_ELUJEC,ELUJEC,10.1039/C6DT01360K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00081_EMIGIR,EMIGIR,10.1002/anie.201006531,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00082_EMIHAK,EMIHAK,10.1002/anie.201006531,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00086_ERUNIQ,ERUNIQ,10.1002/chem.201601826,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00089_ETEJIX,ETEJIX,10.1039/c1ce05069a,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00096_EZOBUR02,EZOBUR02,10.1021/ic200362c,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00097_FAGMEI,FAGMEI,10.1039/C5CE02310F,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00100_FEZCUJ,FEZCUJ,10.1021/ic040113+,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00102_FOWTOC,FOWTOC,10.1021/cg501211f,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00107_GAGTAM,GAGTAM,10.1021/acs.cgd.5b01746,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00111_GAMTEU,GAMTEU,10.1021/cg049600q,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00112_GAMVAS,GAMVAS,10.1021/cg049600q,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00114_GARLOD,GARLOD,10.1021/acs.cgd.7b00112,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00115_GARMAQ,GARMAQ,10.1021/acs.cgd.7b00112,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00120_GITVEL01,GITVEL01,10.1126/science.1152516,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00121_GITWIQ,GITWIQ,10.1126/science.1152516,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00126_HAJLEK,HAJLEK,10.1039/b409543j,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00127_HAJLIO,HAJLIO,10.1039/b409543j,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00128_HALVAU,HALVAU,10.1039/C6DT04270H,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00129_HAKSAQ,HAKSAQ,10.1021/jacs.6b07901,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00130_HAKSIY,HAKSIY,10.1021/jacs.6b07901,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00131_HAKTAR,HAKTAR,10.1021/jacs.6b07901,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00132_HAKVOH,HAKVOH,10.1021/jacs.6b07901,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00133_HAKVUN,HAKVUN,10.1021/jacs.6b07901,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00141_HUNFIH,HUNFIH,10.1039/C5RA09339B,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00144_HUZYAE,HUZYAE,10.1002/asia.201500332,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00159_JAKBIJ,JAKBIJ,10.1039/C6TC05105G,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00160_JAKBOP01,JAKBOP01,10.1039/C6TC05105G,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00162_UVASAM01,UVASAM01,10.1021/ja500005k,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00167_KARLUM,KARLUM,10.1038/ncomms1654,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00169_KASRAZ,KASRAZ,10.1021/ja209327q,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00174_LEYREO,LEYREO,10.1002/ejic.201201275,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00175_LIBQIY,LIBQIY,10.1002/ejic.201201275,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00177_LIQFEY,LIQFEY,10.1021/cg301224z,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00182_KINPUU,KINPUU,10.1021/cg400182u,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00184_KIXXOG,KIXXOG,10.1039/C3CE42208A,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00185_KIYMEM,KIYMEM,10.1039/C3CE42208A,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00189_KONFEA,KONFEA,10.1039/C4CE00858H,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00191_KOVJAI01,KOVJAI01,10.1039/C4DT02343A,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00192_KOZSID,KOZSID,10.1021/cg501324r,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00195_LAVTOT,LAVTOT,10.1021/ic101294s,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00213_MAXHOJ,MAXHOJ,10.1021/ja054913a,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00216_MEGBAD,MEGBAD,10.1021/ja303728c,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00219_MOCKAR,MOCKAR,10.1021/cm800403d,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00223_MUDTEL,MUDTEL,10.1039/b909250a,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00228_NADZEZ,NADZEZ,10.1039/b917515f,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00229_NAGQOD,NAGQOD,10.1021/ic902548f,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00230_NAHGUB,NAHGUB,10.1039/C5CE02096D,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00231_NAJTAW,NAJTAW,10.1002/ejic.201501113,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00233_NARPUU,NARPUU,10.1039/C7DT00215G,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00234_NASRIL,NASRIL,10.1021/acs.cgd.7b00118,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00235_NASROR,NASROR,10.1021/acs.cgd.7b00118,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00236_NATKOL,NATKOL,10.1039/C7CE00100B,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00240_NERVOV,NERVOV,10.1021/ic010528k,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00245_NIZZAY,NIZZAY,10.1021/ja7111564,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00248_OCUPUY,OCUPUY,10.1021/ic0517422,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00249_OCUQOT,OCUQOT,10.1021/ic0517422,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00250_OCUSIP,OCUSIP,10.1021/ic0517422,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00251_ODODES,ODODES,10.1039/C3CE41105B,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00255_OJICUG,OJICUG,10.1002/chem.201000926,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00256_OKIWUB02,OKIWUB02,10.1021/ja101807c,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00263_OPURIB,OPURIB,10.1021/ja101208s,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00265_OSIWUJ,OSIWUJ,10.1021/cg101435b,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00267_OWIYUP,OWIYUP,10.1021/ic1009169,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00269_PAPVAF,PAPVAF,10.1021/cg201210p,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00271_RUPVAB,RUPVAB,10.1039/C5CC05097A,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00273_PEPLOM,PEPLOM,10.1002/anie.200602556,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00278_POHLOP,POHLOP,10.1021/cg401452p,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00281_PUFXUL,PUFXUL,10.1002/chem.201405395,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00285_QAPPUT,QAPPUT,10.1021/cg049808b,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00286_QARTEK,QARTEK,10.1002/ejic.201101229,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00292_QODHUO01,QODHUO01,10.1039/C3DT53580K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00293_QODHUO08,QODHUO08,10.1039/C3DT53580K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00294_QODHUO,QODHUO,10.1039/C3DT53580K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00295_QOFDIA01,QOFDIA01,10.1039/C3DT53580K,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00299_QUFGIH,QUFGIH,10.1039/b008728i,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00311_REJLIC,REJLIC,10.1002/ejic.200501121,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00312_REJVOS,REJVOS,10.1021/ic060543v,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00313_XEHRUY,XEHRUY,10.1021/ic060543v,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00314_XEHSUZ,XEHSUZ,10.1021/ic060543v,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00319_ROQDIM01,ROQDIM01,10.1021/cg5004676,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00320_ROQMER01,ROQMER01,10.1021/cg5004676,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00321_ROQMER02,ROQMER02,10.1021/cg5004676,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00322_ROQMER,ROQMER,10.1021/cg5004676,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00323_ROQNES01,ROQNES01,10.1021/cg5004676,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00328_SEYDUW,SEYDUW,10.1021/cg060248l,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00329_SEYFAE,SEYFAE,10.1021/cg060248l,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00330_SOCLAZ,SOCLAZ,10.1021/cg401599x,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00333_SUJRIZ,SUJRIZ,10.1002/anie.200905898,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00339_TIGQOR,TIGQOR,10.1039/c2dt12106a,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00343_TOVHUJ,TOVHUJ,10.1038/ncomms6723,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00344_TOVJOF,TOVJOF,10.1038/ncomms6723,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00345_TOVKOG,TOVKOG,10.1038/ncomms6723,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00346_TOWLIC,TOWLIC,10.1038/ncomms6723,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00347_TOWNOK,TOWNOK,10.1038/ncomms6723,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00348_TOWPEC,TOWPEC,10.1038/ncomms6723,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00349_TUKDAG,TUKDAG,10.1039/C5RA06072A,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00350_TUTHIA,TUTHIA,10.1002/chem.200903129,test,excluded_train_source_overlap,source DOI group also present in training
mofsimplify_solvent_test_00351_TUVDUJ,TUVDUJ,10.1002/anie.200390248,test,excluded_train_source_overlap,source DOI group also present in training
