candidate_id,model_split,raw_split,raw_source_file,raw_source_row,raw_refcode,outcome_binary,source_doi,source_doi_normalized,source_group_id,source_group_basis,original_model_split,final_evaluation_split,exclusion_reason,predicted_success,uncertainty,proxy_total_cost,cost_synthesis,cost_characterization,risk_score,score_source,uncertainty_source,cost_source,risk_source
mofsimplify_solvent_val_00007_ANAWIX,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,7,ANAWIX,1,10.1021/acs.cgd.6b00488,10.1021/acs.cgd.6b00488,10.1021/acs.cgd.6b00488,normalized_source_doi,calibration,calibration,,0.54636454286236524,0.99378844129073141,1.3977568698101828,0.93183791320678855,0.46591895660339427,0.72371194921418303,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00087_ESEVIH,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,87,ESEVIH,0,10.1021/cg034084+,10.1021/cg034084+,10.1021/cg034084+,normalized_source_doi,calibration,calibration,,0.49888774313098017,0.99999643043671615,1.5071916445873328,1.0047944297248885,0.50239721486244426,0.75055434365286799,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00090_ETEPID,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,90,ETEPID,0,10.1039/c1ce05048f,10.1039/c1ce05048f,10.1039/c1ce05048f,normalized_source_doi,calibration,calibration,,0.71233670683552097,0.86568360786281939,2.5095301581774554,1.6730201054516369,0.83651005272581846,0.57667345051364927,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00099_FEXCES,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,99,FEXCES,1,10.1021/cg301413u,10.1021/cg301413u,10.1021/cg301413u,normalized_source_doi,calibration,calibration,,0.50149453778825115,0.99999355505846577,1.357021016726091,0.90468067781739403,0.45234033890869701,0.74924950863510731,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00110_GAMFEI,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,110,GAMFEI,1,10.1039/C6TA11242K,10.1039/c6ta11242k,10.1039/c6ta11242k,normalized_source_doi,calibration,calibration,,0.5037414747003115,0.99995960810641726,1.9144805838107719,1.2763203892071813,0.63816019460359064,0.74810906670305288,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00113_GAPNOD,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,113,GAPNOD,1,10.1021/acs.cgd.7b00081,10.1021/acs.cgd.7b00081,10.1021/acs.cgd.7b00081,normalized_source_doi,calibration,calibration,,0.39885177582057868,0.97027496244037092,1.5837648422603772,1.0558432281735848,0.52792161408679239,0.78571159330989615,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00116_GEFYUN,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,116,GEFYUN,1,10.1021/cm202608f,10.1021/cm202608f,10.1021/cm202608f,normalized_source_doi,calibration,calibration,,0.31059336590713094,0.89385721041173483,3.6495697282789505,2.4330464855193004,1.2165232427596502,0.79163192225230194,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00122_GIWNUV,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,122,GIWNUV,0,10.1002/(SICI)1521-3773(19981231)37:24<3366::AID-ANIE3366>3.0.CO;2-Z,10.1002/(sici)1521-3773(19981231)37:24<3366::aid-anie3366>3.0.co;2-z,10.1002/(sici)1521-3773(19981231)37:24<3366::aid-anie3366>3.0.co;2-z,normalized_source_doi,calibration,calibration,,0.43482297353832666,0.98770778267536785,1.764275192620361,1.1761834617469074,0.58809173087345368,0.77644240456852054,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00124_GUPNUC01,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,124,GUPNUC01,0,10.1039/C5CC06863K,10.1039/c5cc06863k,10.1039/c5cc06863k,normalized_source_doi,calibration,calibration,,0.29474941065438459,0.87477760110641989,1.852924000607914,1.2352826670719426,0.61764133353597128,0.79001409522601762,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00140_HUJGEA,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,140,HUJGEA,1,10.1038/ncomms8575,10.1038/ncomms8575,10.1038/ncomms8575,normalized_source_doi,calibration,calibration,,0.57506473284624704,0.98368002031700086,1.9133798571164453,1.2755865714109635,0.63779328570548177,0.70430764373537691,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00151_ILOSOS,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,151,ILOSOS,0,10.1021/ic100840a,10.1021/ic100840a,10.1021/ic100840a,normalized_source_doi,calibration,calibration,,0.61515657017968828,0.96139107728705542,1.6844243095481319,1.1229495396987546,0.56147476984937728,0.67311725355368357,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00154_IQIPAZ,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,154,IQIPAZ,1,10.1002/zaac.200300262,10.1002/zaac.200300262,10.1002/zaac.200300262,normalized_source_doi,calibration,calibration,,0.51202131500817283,0.99958298628550812,1.474050714206157,0.98270047613743794,0.49135023806871897,0.7437808356386677,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00163_JOHFIW,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,163,JOHFIW,1,10.1021/ja801411f,10.1021/ja801411f,10.1021/ja801411f,normalized_source_doi,calibration,calibration,,0.55057101032355149,0.99260819235494591,1.4789034627055506,0.98593564180370041,0.49296782090185021,0.72101859101569721,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00164_JOLYEQ,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,164,JOLYEQ,1,10.1039/C4CC06223J,10.1039/c4cc06223j,10.1039/c4cc06223j,normalized_source_doi,calibration,calibration,,0.55123609786815064,0.99241214150007495,1.6197794129484577,1.0798529419656384,0.53992647098281921,0.72058802181596215,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00165_KAGCAY,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,165,KAGCAY,0,10.1002/anie.201003314,10.1002/anie.201003314,10.1002/anie.201003314,normalized_source_doi,calibration,calibration,,0.51716780743497093,0.99914941138143876,1.4615225557388605,0.97434837049257361,0.48717418524628681,0.74099080197323386,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00168_KARTAA,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,168,KARTAA,1,10.1039/c1ra00749a,10.1039/c1ra00749a,10.1039/c1ra00749a,normalized_source_doi,calibration,calibration,,0.77321445565228231,0.77236556052455652,2.9325926760547878,1.9550617840365252,0.9775308920182626,0.4995755524361371,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00170_KAVTEI,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,170,KAVTEI,0,10.1039/c0ce00878h,10.1039/c0ce00878h,10.1039/c0ce00878h,normalized_source_doi,calibration,calibration,,0.49563691737123827,0.99994507160338053,1.3283499047646528,0.88556660317643521,0.4427833015882176,0.75215407711607107,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00179_KIFXOO,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,179,KIFXOO,0,10.1039/C2CE26165K,10.1039/c2ce26165k,10.1039/c2ce26165k,normalized_source_doi,calibration,calibration,,0.4951123063181545,0.99993106823287803,1.3899493894178523,0.92663292627856819,0.4633164631392841,0.75240938095736176,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00180_KIGCEK,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,180,KIGCEK,1,10.1039/C3CE41083H,10.1039/c3ce41083h,10.1039/c3ce41083h,normalized_source_doi,calibration,calibration,,0.53112139663201785,0.99720357318562636,1.5436584844254961,1.029105656283664,0.51455282814183201,0.73304108827680425,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00193_KUTRUO,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,193,KUTRUO,1,10.1021/acs.cgd.5b00697,10.1021/acs.cgd.5b00697,10.1021/acs.cgd.5b00697,normalized_source_doi,calibration,calibration,,0.57295279686861134,0.98458868010213463,1.4821307159128527,0.98808714394190178,0.49404357197095089,0.70581794161676159,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00198_LEHXUT,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,198,LEHXUT,1,10.1039/c2cc17593b,10.1039/c2cc17593b,10.1039/c2cc17593b,normalized_source_doi,calibration,calibration,,0.61172700392189094,0.9636760038827441,2.04835858795124,1.3655723919674934,0.68278619598374668,0.67597449998042658,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00199_LENKIA,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,199,LENKIA,1,10.1039/c2dt32138f,10.1039/c2dt32138f,10.1039/c2dt32138f,normalized_source_doi,calibration,calibration,,0.54663288441585678,0.99371622750251887,1.5718131227564136,1.0478754151709424,0.5239377075854712,0.72354167154333104,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00205_LUPYAX,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,205,LUPYAX,1,10.1039/b927486c,10.1039/b927486c,10.1039/b927486c,normalized_source_doi,calibration,calibration,,0.51732247837827261,0.99913401274151492,1.5239368427298094,1.0159578951532062,0.50797894757660311,0.74090576718162116,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00215_MAYPIM,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,215,MAYPIM,1,10.1021/ic0513888,10.1021/ic0513888,10.1021/ic0513888,normalized_source_doi,calibration,calibration,,0.45655126398895018,0.99454610576211833,2.0893705421239073,1.3929136947492715,0.69645684737463576,0.76899742088658407,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00220_MOYNIY,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,220,MOYNIY,1,10.1021/cg8006469,10.1021/cg8006469,10.1021/cg8006469,normalized_source_doi,calibration,calibration,,0.54147165310575129,0.99503171753649522,1.4771533447781406,0.98476889651876043,0.49238444825938021,0.72678003221537191,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00227_NACYOG,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,227,NACYOG,0,10.1002/ejic.200400005,10.1002/ejic.200400005,10.1002/ejic.200400005,normalized_source_doi,calibration,calibration,,0.44778514347952519,0.99211893654073435,1.5465891655365294,1.0310594436910197,0.51552972184550983,0.77216689653060455,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00239_NEHGEO,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,239,NEHGEO,0,10.1039/c2cc34047j,10.1039/c2cc34047j,10.1039/c2cc34047j,normalized_source_doi,calibration,calibration,,0.54434381654430641,0.99431878245571403,1.5054186376505885,1.0036124251003924,0.5018062125501962,0.72498748295570381,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00241_NIGFUF,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,241,NIGFUF,1,10.1021/ic061666i,10.1021/ic061666i,10.1021/ic061666i,normalized_source_doi,calibration,calibration,,0.45115922108638057,0.99310614023703381,1.592646196802018,1.0617641312013453,0.53088206560067264,0.77097345957532659,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00243_NIMWUD,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,243,NIMWUD,0,10.1039/C3CE41116H,10.1039/c3ce41116h,10.1039/c3ce41116h,normalized_source_doi,calibration,calibration,,0.55421725522807919,0.99150166488693381,1.5775529489699127,1.0517019659799418,0.52585098298997091,0.71864220482942731,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00254_OHUMIP,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,254,OHUMIP,1,10.1021/jacs.5b02688,10.1021/jacs.5b02688,10.1021/jacs.5b02688,normalized_source_doi,calibration,calibration,,0.57502036462288075,0.98369938040500227,1.7198547667167117,1.1465698444778079,0.57328492223890393,0.70433950789106081,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00260_OPIFUQ,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,260,OPIFUQ,1,10.1039/C6DT01697A,10.1039/c6dt01697a,10.1039/c6dt01697a,normalized_source_doi,calibration,calibration,,0.71647866411165617,0.86020462235322404,1.952440748528844,1.301627165685896,0.65081358284294799,0.57186297912078388,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00261_OPOYUO,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,261,OPOYUO,0,10.1039/c0ce00662a,10.1039/c0ce00662a,10.1039/c0ce00662a,normalized_source_doi,calibration,calibration,,0.5254955840571004,0.99812361124392401,1.3321566126204245,0.88810440841361638,0.44405220420680819,0.73631401359341186,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00262_OPOZEZ,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,262,OPOZEZ,0,10.1039/c0ce00662a,10.1039/c0ce00662a,10.1039/c0ce00662a,normalized_source_doi,calibration,calibration,,0.55265096080013776,0.99198649371117797,1.2884467631529637,0.8589645087686425,0.42948225438432125,0.71966776645552011,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00270_PAPXUB,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,270,PAPXUB,0,10.1021/cg201226t,10.1021/cg201226t,10.1021/cg201226t,normalized_source_doi,calibration,calibration,,0.48887716709056606,0.99964299755832431,1.6097728029136857,1.0731818686091239,0.53659093430456195,0.75538291523387913,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00275_PIWRAQ,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,275,PIWRAQ,1,10.1039/C3CE42025F,10.1039/c3ce42025f,10.1039/c3ce42025f,normalized_source_doi,calibration,calibration,,0.4290120622319134,0.98541044368279729,1.5450261657765705,1.030017443851047,0.51500872192552349,0.77819919072544197,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00279_POLYEW,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,279,POLYEW,1,10.1039/C4CE01635A,10.1039/c4ce01635a,10.1039/c4ce01635a,normalized_source_doi,calibration,calibration,,0.52558625980800011,0.99811023480741756,1.3733995411605555,0.91559969410703701,0.4577998470535185,0.73626198749970873,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00284_QANSUV,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,284,QANSUV,1,10.1021/ic201571n,10.1021/ic201571n,10.1021/ic201571n,normalized_source_doi,calibration,calibration,,0.60707775623910964,0.96665950513133003,1.6192587927522966,1.0795058618348643,0.53975293091743215,0.67979087444611019,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00296_QOFKUT,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,296,QOFKUT,0,10.1039/C4RA02147A,10.1039/c4ra02147a,10.1039/c4ra02147a,normalized_source_doi,calibration,calibration,,0.49234490107321854,0.99983090797802854,1.5502304239261016,1.0334869492840677,0.51674347464203385,0.75374300345240497,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00300_QUFXIZ,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,300,QUFXIZ,1,10.1021/cg900460k,10.1021/cg900460k,10.1021/cg900460k,normalized_source_doi,calibration,calibration,,0.50632182239032753,0.99988468104798511,1.4277359860765011,0.95182399071766743,0.47591199535883372,0.74678142932882885,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00301_QUGZEZ,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,301,QUGZEZ,1,10.1039/C5CC03670D,10.1039/c5cc03670d,10.1039/c5cc03670d,normalized_source_doi,calibration,calibration,,0.75629306973286825,0.80115062086173872,3.1174628112468072,2.078308540831205,1.0391542704156025,0.52242877556443523,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_test_00303_QULMIU,calibration,test,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/test.csv,303,QULMIU,1,10.1039/b909731g,10.1039/b909731g,10.1039/b909731g,normalized_source_doi,calibration,calibration,,0.58228164531776605,0.98037599245276263,1.4801293318553046,0.98675288790353644,0.49337644395176822,0.69904717356749835,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
